,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,region,ambito,edu,edu2,ocupa,ocupa2,p01,p01otro,p02,p03,p04,p05_1,p05_2,p05_3,p05_4,p06_1,p06_2,p06_3,p06_4,p06_5,p06_6,p06_7,p06_8,p06_9,p06_10,p07,p07otro,p08,p08otro,p11,p12,p12a,p13,p13a,p15_1,p15_2,p15_3,p15_4,PONDERADOR,PERCENTAGE,periodo
29,29,29,29,160524901,NSE C2,NSE C,NSE C,50,De 40 a más años,SI,Hombre,Huancavelica,Huancavelica,90101,Centro,2,Peru urbano,Superior técnico completa,Educacion superior,Trabajador independiente con empleados,Trabajador independiente,Educacion, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,Ahorran y no malgastan su presupuesto, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Izquierda,Izquierda,Poco probable,Poco probable,Poco probable,Poco probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
30,30,30,30,160525059,NSE D,NSE D,NSE D/E,25,De 25 a 39 años,SI,Hombre,Lambayeque,Chiclayo,140101,Norte,1,Peru rural,Secundaria completa,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,Corrupcion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,1.3137,0.10857590105931136,NOVIEMBRE 2021
31,31,31,31,160526261,NSE C1,NSE C,NSE C,19,De 18 a 24 años,SI,Hombre,Lima,Lima,150115,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,Ninguno, ,Desaprueba,Empeorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,NS/NP,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Algo probable,Algo probable,1.2423,0.10267476736392057,NOVIEMBRE 2021
32,32,32,32,160526422,NSE D,NSE D,NSE D/E,65,De 40 a más años,SI,Hombre,Huánuco,Leoncio Prado,100601,Selva,3,Peru urbano,Primaria completa,Educacion Basica,No trabaja,No trabaja,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Aprueba,NS/NP,Aprueba,Desaprueba,Aprueba,NS/NP,Desaprueba,NS/NP,Desaprueba,NS/NP,Desaprueba,NS/NP,Controlan las acciones del Presidente Castillo, ,No dejan gobernar al ejecutivo, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
33,33,33,33,160526609,NSE E,NSE E,NSE D/E,60,De 40 a más años,SI,Hombre,Cajamarca,Cutervo,60610,Norte,2,Peru rural,Primaria incompleta,Educacion Basica,Agricultor,Trabajador independiente,Economia, ,NS/NP,99,NS/NP,NS/NP,NS/NP,Desaprueba,NS/NP,NS/NP,No conoce,NS/NP,NS/NP,NS/NP,Desaprueba,Aprueba,NS/NP,NS/NP,NS/NP,NS/NP, ,NS/NP, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Derecha,Derecha,Nada probable,NS/NP,NS/NP,Nada probable,1.4135,0.1168242644038491,NOVIEMBRE 2021
34,34,34,34,160527398,NSE B1,NSE B,NSE A/B,46,De 40 a más años,SI,Hombre,Lima,Lima,150101,Lima Metropolitana,1,Lima Metropolitana,Posgrado universitario,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Abandono del Estado, ,NS/NP,Mejorará en los próximos meses,Durará cinco años como presidente,NS/NP,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,No conoce,No conoce,Aprueba,Controlan las acciones del Presidente Castillo, ,No dejan gobernar al ejecutivo, ,NS/NP,Sí,Desaprueba,Derecha,Derecha,Poco probable,Poco probable,Poco probable,Poco probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
35,35,35,35,160528154,NSE C2,NSE C,NSE C,25,De 25 a 39 años,SI,Mujer,Puno,Puno,210101,Sur,2,Peru urbano,Superior universitaria completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Corrupcion, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
36,36,36,36,160528184,NSE D,NSE D,NSE D/E,38,De 25 a 39 años,SI,Mujer,Lambayeque,Chiclayo,140105,Norte,1,Peru urbano,Superior técnico incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Economia, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,No terminará su gobierno,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP, ,"No les interesa la gente, solo piensan en ellos", ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Algo probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
37,37,37,37,160528456,NSE E,NSE E,NSE D/E,19,De 18 a 24 años,SI,Hombre,Apurímac,Andahuaylas,30216,Sur,2,Peru urbano,Secundaria completa,Educacion Basica,Estudiante,No trabaja,Economia, ,Desaprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Ahorran y no malgastan su presupuesto, ,No dejan gobernar al ejecutivo, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Izquierda,Izquierda,Algo probable,Algo probable,Muy probable,Algo probable,0.8779,0.07255749679528768,NOVIEMBRE 2021
38,38,38,38,160528561,NSE C1,NSE C,NSE C,38,De 25 a 39 años,SI,Mujer,Lima,Lima,150101,Lima Metropolitana,1,Lima Metropolitana,Superior técnico completa,Educacion superior,Ama de casa,No trabaja,Corrupcion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,No conoce,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,NS/NP,No,Aprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,1.191,0.09843487718782051,NOVIEMBRE 2021
39,39,39,39,160529301,NSE E,NSE E,NSE D/E,60,De 40 a más años,SI,Mujer,Loreto,Maynas,160103,Selva,3,Peru urbano,Superior universitaria incompleta,Educacion superior,Ama de casa,No trabaja,Inseguridad, ,Desaprueba,Mejorará en los próximos meses,No terminará su gobierno,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,Fizcalizan bien a los ministros, ,"No les interesa la gente, solo piensan en ellos", ,NS/NP,No,Aprueba,Derecha,Derecha,Nada probable,NS/NP,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
40,40,40,40,160529338,NSE E,NSE E,NSE D/E,53,De 40 a más años,SI,Hombre,Piura,Morropón,200402,Norte,1,Peru urbano,Primaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Economia, ,NS/NP,99,NS/NP,NS/NP,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,NS/NP,Desaprueba,NS/NP,Desaprueba,Desaprueba,NS/NP,NS/NP,Fizcalizan bien a los ministros, ,Todo es negativo en el Congreso,EL CONGRESO ESTA PODRIDO,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Derecha,Derecha,NS/NP,NS/NP,NS/NP,NS/NP,0.9446,0.07807018051353086,NOVIEMBRE 2021
41,41,41,41,160529574,NSE B2,NSE B,NSE A/B,41,De 40 a más años,SI,Hombre,Lima,Lima,150120,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Covid19/pandemia, ,NS/NP,Empeorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
42,42,42,42,160529923,NSE B1,NSE B,NSE A/B,64,De 40 a más años,SI,Hombre,Lima,Lima,150111,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria completa,Educacion superior,Trabajador independiente con empleados,Trabajador independiente,NS/NP, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,No conoce,Desaprueba,Desaprueba,Desaprueba,Aprueba,No conoce,Fizcalizan bien a los ministros, ,NS/NP, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Derecha,Derecha,Poco probable,Poco probable,Poco probable,Poco probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
43,43,43,43,160530262,NSE B1,NSE B,NSE A/B,46,De 40 a más años,SI,Hombre,San Martín,Mariscal Cáceres,220601,Selva,3,Peru urbano,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Corrupcion, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Algo probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
44,44,44,44,160530326,NSE C2,NSE C,NSE C,62,De 40 a más años,SI,Mujer,Lambayeque,Ferreñafe,140206,Norte,1,Peru urbano,Superior universitaria completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,NS/NP, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
45,45,45,45,160530411,NSE E,NSE E,NSE D/E,31,De 25 a 39 años,SI,Hombre,Lima,Cañete,150507,Centro,1,Peru rural,Superior técnico incompleta,Educacion superior,No trabaja,No trabaja,Salud, ,Desaprueba,Mejorará en los próximos meses,No terminará su gobierno,NS/NP,NS/NP,Desaprueba,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,Desaprueba,NS/NP,NS/NP,NS/NP,NS/NP,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",NS/NP,Desaprueba,Izquierda,Izquierda,Muy probable,Muy probable,Muy probable,Muy probable,1.3137,0.10857590105931136,NOVIEMBRE 2021
46,46,46,46,160530470,NSE A2,NSE A,NSE A/B,35,De 25 a 39 años,SI,Mujer,Lima,Lima,150108,Lima Metropolitana,1,Lima Metropolitana,Superior técnico incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Covid19/pandemia, ,Desaprueba,Empeorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP, ,La falta de gente capacitada, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Aprueba,Izquierda,Izquierda,Muy probable,Muy probable,Muy probable,Muy probable,0.3878,0.03205125556123996,NOVIEMBRE 2021
47,47,47,47,160530789,NSE D,NSE D,NSE D/E,50,De 40 a más años,SI,Hombre,Junín,Satipo,120606,Selva,3,Peru urbano,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Economia, ,Desaprueba,99,NS/NP,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,NS/NP,Desaprueba,NS/NP,NS/NP, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Aprueba,Centro,Centro,Nada probable,Nada probable,Nada probable,Nada probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
48,48,48,48,160530882,NSE B2,NSE B,NSE A/B,25,De 25 a 39 años,SI,Mujer,Lima,Prov. Const. del Callao,70103,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria incompleta,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Corrupcion, ,NS/NP,Mejorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,No conoce,Desaprueba,No conoce,No conoce,No conoce,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Algo probable,Muy probable,0.6125,0.050622470426146156,NOVIEMBRE 2021
49,49,49,49,160530939,NSE B2,NSE B,NSE A/B,27,De 25 a 39 años,SI,Hombre,Lima,Lima,150125,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,Estudiante,No trabaja,Educacion, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,Durará cinco años como presidente,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Otro,LA PROPUESTA DE VACAR AL PRESIDENTE PEDRO CASTILLO,La falta de gente capacitada, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Aprueba,Centro,Centro,Poco probable,Algo probable,Algo probable,Algo probable,0.6388,0.05279613731954639,NOVIEMBRE 2021
50,50,50,50,160530974,NSE B2,NSE B,NSE A/B,19,De 18 a 24 años,SI,Mujer,Lima,Lima,150101,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Falta de transparencia, ,Desaprueba,Mejorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Algo probable,Muy probable,0.6124,0.050614205533015356,NOVIEMBRE 2021
51,51,51,51,160530994,NSE A2,NSE A,NSE A/B,32,De 25 a 39 años,SI,Mujer,Lima,Lima,150106,Lima Metropolitana,1,Lima Metropolitana,Posgrado universitario,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Inseguridad, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,No conoce,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Fizcalizan bien a los ministros, ,NS/NP, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Aprueba,Izquierda,Izquierda,Muy probable,Muy probable,Muy probable,Muy probable,0.3878,0.03205125556123996,NOVIEMBRE 2021
52,52,52,52,160531096,NSE E,NSE E,NSE D/E,28,De 25 a 39 años,SI,Mujer,Junín,Tarma,120701,Centro,2,Peru rural,Secundaria incompleta,Educacion Basica,Agricultor,Trabajador independiente,Economia,"LAS COSAS QUE HAN SUBIDO, SE HAN ELEVADO LAS COSAS",Desaprueba,99,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Ahorran y no malgastan su presupuesto, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Aprueba,Izquierda,Izquierda,Nada probable,Muy probable,Muy probable,Muy probable,1.2595,0.1040963289824181,NOVIEMBRE 2021
53,53,53,53,160531442,NSE C2,NSE C,NSE C,41,De 40 a más años,SI,Hombre,Arequipa,Arequipa,40108,Sur,2,Peru urbano,Primaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Educacion, ,NS/NP,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,No dejan gobernar al ejecutivo, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Izquierda,Izquierda,Muy probable,Algo probable,Algo probable,Algo probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
54,54,54,54,160531790,NSE D,NSE D,NSE D/E,30,De 25 a 39 años,SI,Mujer,Lambayeque,Lambayeque,140308,Norte,1,Peru urbano,Primaria incompleta,Educacion Basica,Asalariado del sector estatal,Trabajador dependiente,Salud, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,No dejan gobernar al ejecutivo, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Derecha,Derecha,Algo probable,Muy probable,Algo probable,Muy probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
55,55,55,55,160531970,NSE C2,NSE C,NSE C,30,De 25 a 39 años,SI,Mujer,Lima,Huarochirí,150716,Centro,2,Peru urbano,Superior universitaria completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Educacion, ,NS/NP,Mejorará en los próximos meses,Durará cinco años como presidente,NS/NP,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Las leyes que han hecho en estos meses son buenas, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
56,56,56,56,160532257,NSE D,NSE D,NSE D/E,34,De 25 a 39 años,SI,Mujer,Lima,Lima,150135,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria incompleta,Educacion superior,Ama de casa,No trabaja,Empleo, ,Aprueba,Empeorará en los próximos meses,Durará cinco años como presidente,NS/NP,Aprueba,Aprueba,Aprueba,No conoce,No conoce,No conoce,Aprueba,No conoce,Desaprueba,Aprueba,Aprueba,No conoce,Desaprueba,Las leyes que han hecho en estos meses son buenas, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,1.592,0.131577098642326,NOVIEMBRE 2021
57,57,57,57,160532333,NSE B2,NSE B,NSE A/B,28,De 25 a 39 años,SI,Mujer,Lima,Prov. Const. del Callao,70106,Lima Metropolitana,1,Lima Metropolitana,Superior técnico completa,Educacion superior,No trabaja,No trabaja,Inseguridad, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,No terminará su gobierno,NS/NP,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,No conoce,Aprueba,Aprueba,No conoce,Aprueba,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.6125,0.050622470426146156,NOVIEMBRE 2021
58,58,58,58,160532812,NSE C1,NSE C,NSE C,52,De 40 a más años,SI,Mujer,Arequipa,Arequipa,40104,Sur,2,Peru urbano,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Inestabilidad política,INESTABILIDAD,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,No conoce,Aprueba,Desaprueba,No conoce,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,NS/NP, ,No dejan gobernar al ejecutivo, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Izquierda,Izquierda,Nada probable,Nada probable,Nada probable,Nada probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
59,59,59,59,160532833,NSE D,NSE D,NSE D/E,51,De 40 a más años,SI,Mujer,Lambayeque,Chiclayo,140112,Norte,1,Peru rural,Superior técnico incompleta,Educacion superior,Ama de casa,No trabaja,Empleo, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,NS/NP,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Poco probable,1.3551,0.11199756681546229,NOVIEMBRE 2021
60,60,60,60,160532943,NSE D,NSE D,NSE D/E,63,De 40 a más años,SI,Hombre,Lima,Lima,150139,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Corrupcion, ,NS/NP,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,NS/NP,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Muy probable,Poco probable,Poco probable,Poco probable,1.7868,0.14767711046112317,NOVIEMBRE 2021
61,61,61,61,160532981,NSE C1,NSE C,NSE C,62,De 40 a más años,SI,Mujer,Lima,Lima,150135,Lima Metropolitana,1,Lima Metropolitana,Secundaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Economia, ,Desaprueba,Empeorará en los próximos meses,NS/NP,NS/NP,Desaprueba,NS/NP,NS/NP,No conoce,NS/NP,NS/NP,Aprueba,No conoce,Desaprueba,Desaprueba,NS/NP,Aprueba,NS/NP,Fizcalizan bien a los ministros, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,1.2815,0.10591460547119395,NOVIEMBRE 2021
62,62,62,62,160533172,NSE C1,NSE C,NSE C,32,De 25 a 39 años,SI,Mujer,San Martín,San Martín,220910,Selva,3,Peru urbano,Superior técnico incompleta,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Economia, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Izquierda,Izquierda,Muy probable,Muy probable,Algo probable,Muy probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
63,63,63,63,160533706,NSE D,NSE D,NSE D/E,44,De 40 a más años,SI,Mujer,Lima,Lima,150123,Lima Metropolitana,1,Lima Metropolitana,Primaria incompleta,Educacion Basica,Ama de casa,No trabaja,NS/NP, ,NS/NP,99,Durará cinco años como presidente,NS/NP,Aprueba,NS/NP,NS/NP,Desaprueba,Aprueba,No conoce,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,NS/NP,Aprueba,Las leyes que han hecho en estos meses son buenas, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Aprueba,Derecha,Derecha,Muy probable,NS/NP,Muy probable,Poco probable,1.713,0.14157761933059324,NOVIEMBRE 2021
